[ 03:41:16 14.152.69.214 run  数据抓取] 安庆2016-03-23:110 [3440]
[ 17:21:50 114.97.30.206 run  数据抓取] 抚远同鑫2016-03-24:110 [3440]
[ 17:21:50 114.97.30.206 run  数据抓取] 甘南农贸2016-03-24:110 [3440]
[ 17:21:51 114.97.30.206 run  数据抓取] 哈尔滨哈达2016-03-24:110 [3440]
[ 17:21:52 114.97.30.206 run  数据抓取] 鹤岗工农批发2016-03-24:110 [3440]
[ 17:21:52 114.97.30.206 run  数据抓取] 鹤岗万圃源2016-03-24:110 [3440]
[ 17:21:53 114.97.30.206 run  数据抓取] 呼玛综合2016-03-24:110 [3440]
[ 17:21:54 114.97.30.206 run  数据抓取] 虎林农贸2016-03-24:110 [3440]
[ 17:21:55 114.97.30.206 run  数据抓取] 鸡东世纪村2016-03-24:110 [3440]
[ 17:21:58 114.97.30.206 run  数据抓取] 鸡西南山2016-03-24:110 [3440]
[ 17:21:59 114.97.30.206 run  数据抓取] 佳木斯沿江2016-03-24:110 [3440]
[ 17:22:00 114.97.30.206 run  数据抓取] 萝北中央红大兴超市2016-03-24:110 [3440]
[ 17:22:00 114.97.30.206 run  数据抓取] 漠河北锤2016-03-24:110 [3440]
[ 17:22:01 114.97.30.206 run  数据抓取] 七星街2016-03-24:110 [3440]
[ 17:22:02 114.97.30.206 run  数据抓取] 绥化华辰2016-03-24:110 [3440]
[ 17:22:03 114.97.30.206 run  数据抓取] 泰来综合2016-03-24:110 [3440]
[ 17:22:04 114.97.30.206 run  数据抓取] 望奎华辰2016-03-24:110 [3440]
[ 17:22:04 114.97.30.206 run  数据抓取] 逊克综合大市场2016-03-24:110 [3440]
[ 17:22:05 114.97.30.206 run  数据抓取] 肇州农贸2016-03-24:110 [3440]
[ 17:22:06 114.97.30.206 run  数据抓取] 鄂州蟠龙2016-03-24:110 [3440]
[ 17:22:06 114.97.30.206 run  数据抓取] 洪湖2016-03-24:110 [3440]
[ 17:22:07 114.97.30.206 run  数据抓取] 黄石农产品2016-03-24:110 [3440]
[ 17:22:08 114.97.30.206 run  数据抓取] 十堰堰中2016-03-24:110 [3440]
[ 17:22:08 114.97.30.206 run  数据抓取] 武汉白沙洲2016-03-24:110 [3440]
[ 17:22:09 114.97.30.206 run  数据抓取] 武汉皇经堂2016-03-24:110 [3440]
[ 17:22:10 114.97.30.206 run  数据抓取] 浠水2016-03-24:110 [3440]
[ 17:22:11 114.97.30.206 run  数据抓取] 襄阳批发2016-03-24:110 [3440]
[ 17:22:11 114.97.30.206 run  数据抓取] 孝感南大2016-03-24:110 [3440]
[ 17:22:12 114.97.30.206 run  数据抓取] 宜昌金桥2016-03-24:110 [3440]
[ 17:22:13 114.97.30.206 run  数据抓取] 长沙马王堆2016-03-24:110 [3440]
[ 17:22:14 114.97.30.206 run  数据抓取] 常德甘露寺2016-03-24:110 [3440]
[ 17:22:14 114.97.30.206 run  数据抓取] 衡阳西园2016-03-24:110 [3440]
[ 17:22:15 114.97.30.206 run  数据抓取] 红星2016-03-24:110 [3440]
[ 17:22:16 114.97.30.206 run  数据抓取] 吉首2016-03-24:110 [3440]
[ 17:22:17 114.97.30.206 run  数据抓取] 益阳团洲2016-03-24:110 [3440]
[ 17:22:18 114.97.30.206 run  数据抓取] 岳阳花板桥2016-03-24:110 [3440]
[ 17:22:18 114.97.30.206 run  数据抓取] 辽源贸发2016-03-24:110 [3440]
[ 17:22:19 114.97.30.206 run  数据抓取] 常州2016-03-24:110 [3440]
[ 17:22:20 114.97.30.206 run  数据抓取] 常州凌家塘2016-03-24:110 [3440]
[ 17:22:20 114.97.30.206 run  数据抓取] 丰县2016-03-24:110 [3440]
[ 17:22:21 114.97.30.206 run  数据抓取] 淮海2016-03-24:110 [3440]
[ 17:22:22 114.97.30.206 run  数据抓取] 建湖水产2016-03-24:110 [3440]
[ 17:22:23 114.97.30.206 run  数据抓取] 南京众彩物流2016-03-24:110 [3440]
[ 17:22:23 114.97.30.206 run  数据抓取] 苏州南环桥2016-03-24:110 [3440]
[ 17:22:24 114.97.30.206 run  数据抓取] 无锡朝阳2016-03-24:110 [3440]
[ 17:22:25 114.97.30.206 run  数据抓取] 无锡天鹏2016-03-24:110 [3440]
[ 17:22:26 114.97.30.206 run  数据抓取] 徐州淮海蔬菜2016-03-24:110 [3440]
[ 17:22:27 114.97.30.206 run  数据抓取] 徐州七里沟2016-03-24:110 [3440]
[ 17:22:28 114.97.30.206 run  数据抓取] 扬州联谊2016-03-24:110 [3440]
[ 17:22:29 114.97.30.206 run  数据抓取] 宜兴2016-03-24:110 [3440]
[ 17:22:29 114.97.30.206 run  数据抓取] 赣州南北2016-03-24:110 [3440]
[ 17:22:30 114.97.30.206 run  数据抓取] 乐平2016-03-24:110 [3440]
[ 17:22:31 114.97.30.206 run  数据抓取] 南昌农产品2016-03-24:110 [3440]
[ 17:22:32 114.97.30.206 run  数据抓取] 南方粮食2016-03-24:110 [3440]
[ 17:22:32 114.97.30.206 run  数据抓取] 永丰2016-03-24:110 [3440]
[ 17:22:33 114.97.30.206 run  数据抓取] 鞍山宁远2016-03-24:110 [3440]
[ 17:22:34 114.97.30.206 run  数据抓取] 朝阳果菜2016-03-24:110 [3440]
[ 17:22:35 114.97.30.206 run  数据抓取] 大连双兴2016-03-24:110 [3440]
[ 17:22:35 114.97.30.206 run  数据抓取] 阜新蔬菜2016-03-24:110 [3440]
[ 17:22:36 114.97.30.206 run  数据抓取] 包头友谊2016-03-24:110 [3440]
[ 17:22:40 114.97.30.206 run  数据抓取] 赤峰西城2016-03-24:110 [3440]
[ 17:22:41 114.97.30.206 run  数据抓取] 呼和浩特东瓦窑 2016-03-24:110 [3440]
[ 17:22:41 114.97.30.206 run  数据抓取] 呼和浩特美通2016-03-24:110 [3440]
[ 17:22:42 114.97.30.206 run  数据抓取] 吴忠鑫鲜2016-03-24:110 [3440]
[ 17:22:43 114.97.30.206 run  数据抓取] 银川北环2016-03-24:110 [3440]
[ 17:22:44 114.97.30.206 run  数据抓取] 中卫东园2016-03-24:110 [3440]
[ 17:22:45 114.97.30.206 run  数据抓取] 西宁仁杰2016-03-24:110 [3440]
[ 17:22:45 114.97.30.206 run  数据抓取] 滨州六街2016-03-24:110 [3440]
[ 17:22:46 114.97.30.206 run  数据抓取] 苍山鲁南2016-03-24:110 [3440]
[ 17:22:47 114.97.30.206 run  数据抓取] 德州黑马2016-03-24:110 [3440]
[ 17:22:48 114.97.30.206 run  数据抓取] 济南七里堡2016-03-24:110 [3440]
[ 17:22:49 114.97.30.206 run  数据抓取] 临邑2016-03-24:110 [3440]
[ 17:22:49 114.97.30.206 run  数据抓取] 宁津2016-03-24:110 [3440]
[ 17:22:50 114.97.30.206 run  数据抓取] 青岛沧口2016-03-24:110 [3440]
[ 17:22:51 114.97.30.206 run  数据抓取] 青岛城阳批发2016-03-24:110 [3440]
[ 17:22:52 114.97.30.206 run  数据抓取] 青岛东庄头2016-03-24:110 [3440]
[ 17:22:53 114.97.30.206 run  数据抓取] 青岛抚顺路2016-03-24:110 [3440]
[ 17:22:53 114.97.30.206 run  数据抓取] 青岛黄河路2016-03-24:110 [3440]
[ 17:22:54 114.97.30.206 run  数据抓取] 泰安良庄2016-03-24:110 [3440]
[ 17:22:55 114.97.30.206 run  数据抓取] 威海水产品2016-03-24:110 [3440]
[ 17:22:56 114.97.30.206 run  数据抓取] 章丘2016-03-24:110 [3440]
[ 17:22:56 114.97.30.206 run  数据抓取] 淄博批发2016-03-24:110 [3440]
[ 17:22:57 114.97.30.206 run  数据抓取] 长治金鑫瓜果2016-03-24:110 [3440]
[ 17:22:58 114.97.30.206 run  数据抓取] 长治紫坊2016-03-24:110 [3440]
[ 17:22:59 114.97.30.206 run  数据抓取] 大同振华2016-03-24:110 [3440]
[ 17:23:00 114.97.30.206 run  数据抓取] 汾阳晋阳2016-03-24:110 [3440]
[ 17:23:01 114.97.30.206 run  数据抓取] 晋城绿盛2016-03-24:110 [3440]
[ 17:23:01 114.97.30.206 run  数据抓取] 晋城绿欣2016-03-24:110 [3440]
[ 17:23:02 114.97.30.206 run  数据抓取] 临汾尧丰2016-03-24:110 [3440]
[ 17:23:03 114.97.30.206 run  数据抓取] 吕梁离石批发2016-03-24:110 [3440]
[ 17:23:03 114.97.30.206 run  数据抓取] 朔州大运2016-03-24:110 [3440]
[ 17:23:04 114.97.30.206 run  数据抓取] 太原河西2016-03-24:110 [3440]
[ 17:23:05 114.97.30.206 run  数据抓取] 太原利民2016-03-24:110 [3440]
[ 17:23:06 114.97.30.206 run  数据抓取] 孝义绿海2016-03-24:110 [3440]
[ 17:23:06 114.97.30.206 run  数据抓取] 新绛2016-03-24:110 [3440]
[ 17:23:07 114.97.30.206 run  数据抓取] 阳泉批发2016-03-24:110 [3440]
[ 17:23:08 114.97.30.206 run  数据抓取] 运城蔬菜2016-03-24:110 [3440]
[ 17:23:09 114.97.30.206 run  数据抓取] 汉中皇冠过街楼2016-03-24:110 [3440]
[ 17:23:09 114.97.30.206 run  数据抓取] 泾阳云阳2016-03-24:110 [3440]
[ 17:23:10 114.97.30.206 run  数据抓取] 西安摩尔2016-03-24:110 [3440]
[ 17:23:11 114.97.30.206 run  数据抓取] 咸阳新阳光2016-03-24:110 [3440]
[ 17:23:12 114.97.30.206 run  数据抓取] 云阳2016-03-24:110 [3440]
[ 17:23:12 114.97.30.206 run  数据抓取] 上海江桥2016-03-24:110 [3440]
[ 17:23:13 114.97.30.206 run  数据抓取] 上海农产品2016-03-24:110 [3440]
[ 17:23:14 114.97.30.206 run  数据抓取] 成都聚和2016-03-24:110 [3440]
[ 17:23:15 114.97.30.206 run  数据抓取] 成都农产品2016-03-24:110 [3440]
[ 17:23:15 114.97.30.206 run  数据抓取] 成都禽蛋2016-03-24:110 [3440]
[ 17:23:16 114.97.30.206 run  数据抓取] 成都西部禽蛋2016-03-24:110 [3440]
[ 17:23:17 114.97.30.206 run  数据抓取] 广安邻水批发2016-03-24:110 [3440]
[ 17:23:18 114.97.30.206 run  数据抓取] 会东牲畜2016-03-24:110 [3440]
[ 17:23:18 114.97.30.206 run  数据抓取] 江油仔猪2016-03-24:110 [3440]
[ 17:23:19 114.97.30.206 run  数据抓取] 九襄2016-03-24:110 [3440]
[ 17:23:20 114.97.30.206 run  数据抓取] 泸州仔猪2016-03-24:110 [3440]
[ 17:23:21 114.97.30.206 run  数据抓取] 绵阳高水2016-03-24:110 [3440]
[ 17:23:21 114.97.30.206 run  数据抓取] 西昌广平2016-03-24:110 [3440]
[ 17:23:22 114.97.30.206 run  数据抓取] 天津北辰韩家墅2016-03-24:110 [3440]
[ 17:23:23 114.97.30.206 run  数据抓取] 天津东丽金钟2016-03-24:110 [3440]
[ 17:23:24 114.97.30.206 run  数据抓取] 天津津南何庄子2016-03-24:110 [3440]
[ 17:23:25 114.97.30.206 run  数据抓取] 天津武清大沙河2016-03-24:110 [3440]
[ 17:23:26 114.97.30.206 run  数据抓取] 天津西青当城2016-03-24:110 [3440]
[ 17:23:27 114.97.30.206 run  数据抓取] 天津西青红旗2016-03-24:110 [3440]
[ 17:23:27 114.97.30.206 run  数据抓取] 阿勒泰四季青2016-03-24:110 [3440]
[ 17:23:28 114.97.30.206 run  数据抓取] 兵团农二师库尔勒孔雀2016-03-24:110 [3440]
[ 17:23:29 114.97.30.206 run  数据抓取] 兵团农五师三和2016-03-24:110 [3440]
[ 17:23:30 114.97.30.206 run  数据抓取] 博乐三和2016-03-24:110 [3440]
[ 17:23:33 114.97.30.206 run  数据抓取] 昌吉通汇2016-03-24:110 [3440]
[ 17:23:34 114.97.30.206 run  数据抓取] 喀什解放南路2016-03-24:110 [3440]
[ 17:23:35 114.97.30.206 run  数据抓取] 克拉玛依农副2016-03-24:110 [3440]
[ 17:23:36 114.97.30.206 run  数据抓取] 克州博格拉2016-03-24:110 [3440]
[ 17:23:36 114.97.30.206 run  数据抓取] 石河子农产品交易中心2016-03-24:110 [3440]
[ 17:23:37 114.97.30.206 run  数据抓取] 石河子农产品交易中心2016-03-24:110 [3440]
[ 17:23:38 114.97.30.206 run  数据抓取] 吐鲁番天马家园2016-03-24:110 [3440]
[ 17:23:39 114.97.30.206 run  数据抓取] 乌尔禾2016-03-24:110 [3440]
[ 17:23:39 114.97.30.206 run  数据抓取] 乌鲁木齐北园春2016-03-24:110 [3440]
[ 17:23:40 114.97.30.206 run  数据抓取] 乌鲁木齐凌庆2016-03-24:110 [3440]
[ 17:23:41 114.97.30.206 run  数据抓取] 乌鲁木齐天鹰2016-03-24:110 [3440]
[ 17:23:42 114.97.30.206 run  数据抓取] 乌鲁木齐通汇2016-03-24:110 [3440]
[ 17:23:42 114.97.30.206 run  数据抓取] 焉耆光明2016-03-24:110 [3440]
[ 17:23:43 114.97.30.206 run  数据抓取] 伊犁66团2016-03-24:110 [3440]
[ 17:23:47 114.97.30.206 run  数据抓取] 伊宁天山街2016-03-24:110 [3440]
[ 17:23:48 114.97.30.206 run  数据抓取] 昆明呈贡2016-03-24:110 [3440]
[ 17:23:49 114.97.30.206 run  数据抓取] 昆明王旗营2016-03-24:110 [3440]
[ 17:23:49 114.97.30.206 run  数据抓取] 通海2016-03-24:110 [3440]
[ 17:23:50 114.97.30.206 run  数据抓取] 杭州良渚2016-03-24:110 [3440]
[ 17:23:51 114.97.30.206 run  数据抓取] 杭州农产品2016-03-24:110 [3440]
[ 17:23:51 114.97.30.206 run  数据抓取] 嘉善曹安2016-03-24:110 [3440]
[ 17:23:52 114.97.30.206 run  数据抓取] 嘉善浙北2016-03-24:110 [3440]
[ 17:23:53 114.97.30.206 run  数据抓取] 嘉兴蔬菜2016-03-24:110 [3440]
[ 17:23:53 114.97.30.206 run  数据抓取] 嘉兴水果2016-03-24:110 [3440]
[ 17:23:54 114.97.30.206 run  数据抓取] 金华农产品2016-03-24:110 [3440]
[ 17:23:57 114.97.30.206 run  数据抓取] 宁波蔬菜2016-03-24:110 [3440]
[ 17:23:57 114.97.30.206 run  数据抓取] 绍兴批发2016-03-24:110 [3440]
[ 17:23:58 114.97.30.206 run  数据抓取] 义乌2016-03-24:110 [3440]
[ 17:23:59 114.97.30.206 run  数据抓取] 余姚农副2016-03-24:110 [3440]
[ 17:23:59 114.97.30.206 run  数据抓取] 浙西鼎顺蔬菜2016-03-24:110 [3440]
[ 17:24:00 114.97.30.206 run  数据抓取] 重庆观音桥2016-03-24:110 [3440]
[ 17:24:01 114.97.30.206 run  数据抓取] 重庆华牧肉业2016-03-24:110 [3440]
[ 17:24:02 114.97.30.206 run  数据抓取] 重庆九龙坡太慈2016-03-24:110 [3440]
[ 17:24:02 114.97.30.206 run  数据抓取] 重庆南坪正扬大2016-03-24:110 [3440]
[ 17:24:03 114.97.30.206 run  数据抓取] 重庆新大兴国际批发2016-03-24:110 [3440]
[ 17:24:04 114.97.30.206 run  数据抓取] 重庆永川南大街2016-03-24:110 [3440]
[ 17:24:05 114.97.30.206 run  数据抓取] 重庆渝东水果2016-03-24:110 [3440]
[ 17:24:06 114.97.30.206 run  数据抓取] 重庆渝中西三街2016-03-24:110 [3440]
[ 17:24:06 114.97.30.206 run  数据抓取] access 25520recorde [3440]
